id1,id2,tag,tag_counts,selfpairs,DegreePercentile1,DegreePercentile2,DegreePercentileProduct
FLORIDA,NEW_JERSEY,FLORIDA_NEW_JERSEY,1,0,0.0833333333333334,0.270833333333333,-0.0139420595831954
DELAWARE,LOUISIANA,DELAWARE_LOUISIANA,1,0,0.270833333333333,0.270833333333333,-0.00140837095325422
CONNECTICUT,MAINE,CONNECTICUT_MAINE,1,0,0.270833333333333,0.0208333333333334,0.0049481301141434
OREGON,SOUTH_CAROLINA,OREGON_SOUTH_CAROLINA,1,0,0.479166666666667,0.0833333333333334,0.00768645512800632
LOUISIANA,SOUTH_CAROLINA,LOUISIANA_SOUTH_CAROLINA,1,0,0.270833333333333,0.0833333333333334,0.0166566846656989
NEW_JERSEY,WASHINGTON,NEW_JERSEY_WASHINGTON,1,0,0.270833333333333,0.0833333333333334,0.0187929165775659
FLORIDA,INDIANA,FLORIDA_INDIANA,1,0,0.0833333333333334,0.479166666666667,0.0248701342236417
NORTH_DAKOTA,WASHINGTON,NORTH_DAKOTA_WASHINGTON,1,0,0.270833333333333,0.0833333333333334,0.0261280337583954
LOUISIANA,NORTH_DAKOTA,LOUISIANA_NORTH_DAKOTA,1,0,0.270833333333333,0.270833333333333,0.0515344448508118
NORTH_DAKOTA,VERMONT,NORTH_DAKOTA_VERMONT,1,0,0.270833333333333,0.270833333333333,0.0711706030627988
CONNECTICUT,OREGON,CONNECTICUT_OREGON,1,0,0.270833333333333,0.479166666666667,0.0760845166594964
CONNECTICUT,VERMONT,CONNECTICUT_VERMONT,1,0,0.270833333333333,0.270833333333333,0.076348974248333
DELAWARE,NEW_HAMPSHIRE,DELAWARE_NEW_HAMPSHIRE,1,0,0.270833333333333,0.270833333333333,0.0837239141831915
CALIFORNIA,DELAWARE,CALIFORNIA_DELAWARE,1,0,0.270833333333333,0.270833333333333,0.0895491696869444
ALABAMA,NEW_HAMPSHIRE,ALABAMA_NEW_HAMPSHIRE,1,0,0.479166666666667,0.270833333333333,0.101828405006426
INDIANA,RHODE_ISLAND,INDIANA_RHODE_ISLAND,1,0,0.479166666666667,0.270833333333333,0.119481276744422
MISSISSIPPI,RHODE_ISLAND,MISSISSIPPI_RHODE_ISLAND,1,0,0.479166666666667,0.270833333333333,0.121791896264141
VERMONT,WISCONSIN,VERMONT_WISCONSIN,1,0,0.270833333333333,0.479166666666667,0.128527802224924
CALIFORNIA,NEW_HAMPSHIRE,CALIFORNIA_NEW_HAMPSHIRE,1,0,0.270833333333333,0.270833333333333,0.130718570268021
NEW_JERSEY,NORTH_CAROLINA,NEW_JERSEY_NORTH_CAROLINA,1,0,0.270833333333333,0.479166666666667,0.147691085663523
CALIFORNIA,MISSISSIPPI,CALIFORNIA_MISSISSIPPI,1,0,0.270833333333333,0.479166666666667,0.165030386848062
RHODE_ISLAND,WEST_VIRGINIA,RHODE_ISLAND_WEST_VIRGINIA,1,0,0.270833333333333,0.6875,0.185341297544605
KANSAS,TEXAS,KANSAS_TEXAS,1,0,0.479166666666667,0.479166666666667,0.207656279791337
MISSISSIPPI,OREGON,MISSISSIPPI_OREGON,1,0,0.479166666666667,0.479166666666667,0.220007626282405
ALABAMA,WISCONSIN,ALABAMA_WISCONSIN,1,0,0.479166666666667,0.479166666666667,0.221873675746218
ALABAMA,MARYLAND,ALABAMA_MARYLAND,1,0,0.479166666666667,0.479166666666667,0.229988566172418
INDIANA,WISCONSIN,INDIANA_WISCONSIN,1,0,0.479166666666667,0.479166666666667,0.235269283129798
ALABAMA,KANSAS,ALABAMA_KANSAS,1,0,0.479166666666667,0.479166666666667,0.236279122336589
MONTANA,NORTH_CAROLINA,MONTANA_NORTH_CAROLINA,1,0,0.479166666666667,0.479166666666667,0.23641044245396
MONTANA,TEXAS,MONTANA_TEXAS,1,0,0.479166666666667,0.479166666666667,0.238008100610638
KANSAS,NEVADA,KANSAS_NEVADA,1,0,0.479166666666667,0.6875,0.284044605042911
MARYLAND,NEW_MEXICO,MARYLAND_NEW_MEXICO,1,0,0.479166666666667,0.6875,0.303426010247809
MONTANA,NEVADA,MONTANA_NEVADA,1,0,0.479166666666667,0.6875,0.317779088132092
OHIO,TEXAS,OHIO_TEXAS,1,0,0.6875,0.479166666666667,0.318221631584515
NEVADA,NORTH_CAROLINA,NEVADA_NORTH_CAROLINA,1,0,0.6875,0.479166666666667,0.3196105750458
ARIZONA,OREGON,ARIZONA_OREGON,1,0,0.6875,0.479166666666667,0.325260463365146
GEORGIA,TEXAS,GEORGIA_TEXAS,1,0,0.6875,0.479166666666667,0.332145030406654
MASSACHUSETTS,WISCONSIN,MASSACHUSETTS_WISCONSIN,1,0,0.6875,0.479166666666667,0.338128940857538
NORTH_CAROLINA,VIRGINIA,NORTH_CAROLINA_VIRGINIA,1,0,0.479166666666667,0.6875,0.35120723131538
MONTANA,VIRGINIA,MONTANA_VIRGINIA,1,0,0.479166666666667,0.6875,0.37058718465577
MARYLAND,WEST_VIRGINIA,MARYLAND_WEST_VIRGINIA,1,0,0.479166666666667,0.6875,0.377612350144175
MISSISSIPPI,PENNSYLVANIA,MISSISSIPPI_PENNSYLVANIA,1,0,0.479166666666667,0.916666666666667,0.413813644410754
MARYLAND,NEW_YORK,MARYLAND_NEW_YORK,1,0,0.479166666666667,0.916666666666667,0.434596949217549
COLORADO,INDIANA,COLORADO_INDIANA,1,0,0.958333333333333,0.479166666666667,0.436248143427614
MASSACHUSETTS,OHIO,MASSACHUSETTS_OHIO,1,0,0.6875,0.6875,0.454032911652
KANSAS,OKLAHOMA,KANSAS_OKLAHOMA,1,0,0.479166666666667,0.916666666666667,0.461079691510327
ARIZONA,VIRGINIA,ARIZONA_VIRGINIA,1,0,0.6875,0.6875,0.47432752062932
ARIZONA,NEW_MEXICO,ARIZONA_NEW_MEXICO,1,0,0.6875,0.6875,0.474408849391813
NEVADA,NEW_MEXICO,NEVADA_NEW_MEXICO,1,0,0.6875,0.6875,0.478999912826755
MICHIGAN,VIRGINIA,MICHIGAN_VIRGINIA,1,0,0.6875,0.6875,0.479067789427467
MASSACHUSETTS,MINNESOTA,MASSACHUSETTS_MINNESOTA,1,0,0.6875,0.6875,0.48730614680277
ARIZONA,MINNESOTA,ARIZONA_MINNESOTA,1,0,0.6875,0.6875,0.497802901346181
GEORGIA,MASSACHUSETTS,GEORGIA_MASSACHUSETTS,1,0,0.6875,0.6875,0.522045108634719
MINNESOTA,WYOMING,MINNESOTA_WYOMING,1,0,0.6875,0.916666666666667,0.557690712030949
IDAHO,MICHIGAN,IDAHO_MICHIGAN,1,0,0.916666666666667,0.6875,0.577797509195368
GEORGIA,WYOMING,GEORGIA_WYOMING,1,0,0.6875,0.916666666666667,0.598464698699595
SOUTH_DAKOTA,WEST_VIRGINIA,SOUTH_DAKOTA_WEST_VIRGINIA,1,0,0.916666666666667,0.6875,0.606879948937679
IOWA,MASSACHUSETTS,IOWA_MASSACHUSETTS,1,0,0.916666666666667,0.6875,0.61923307970214
ARIZONA,ARKANSAS,ARIZONA_ARKANSAS,1,0,0.6875,0.916666666666667,0.623491161425434
KENTUCKY,MICHIGAN,KENTUCKY_MICHIGAN,1,0,0.958333333333333,0.6875,0.623559274770701
MICHIGAN,NEBRASKA,MICHIGAN_NEBRASKA,1,0,0.6875,0.916666666666667,0.625141373022893
PENNSYLVANIA,VIRGINIA,PENNSYLVANIA_VIRGINIA,1,0,0.916666666666667,0.6875,0.626541719295799
GEORGIA,WYOMING,GEORGIA_WYOMING,1,0,0.6875,0.916666666666667,0.627731407856182
IDAHO,NEW_MEXICO,IDAHO_NEW_MEXICO,1,0,0.916666666666667,0.6875,0.631359240523482
SOUTH_DAKOTA,WEST_VIRGINIA,SOUTH_DAKOTA_WEST_VIRGINIA,1,0,0.916666666666667,0.6875,0.63199927243516
ILLINOIS,MINNESOTA,ILLINOIS_MINNESOTA,1,0,0.916666666666667,0.6875,0.634587989126531
GEORGIA,WYOMING,GEORGIA_WYOMING,1,0,0.6875,0.916666666666667,0.635132420056628
ARKANSAS,WEST_VIRGINIA,ARKANSAS_WEST_VIRGINIA,1,0,0.916666666666667,0.6875,0.639448184662182
OHIO,OKLAHOMA,OHIO_OKLAHOMA,1,0,0.6875,0.916666666666667,0.642491245483531
MICHIGAN,OKLAHOMA,MICHIGAN_OKLAHOMA,1,0,0.6875,0.916666666666667,0.64336968993261
MINNESOTA,UTAH,MINNESOTA_UTAH,1,0,0.6875,0.916666666666667,0.653971831463483
ILLINOIS,OHIO,ILLINOIS_OHIO,1,0,0.916666666666667,0.6875,0.662453674073853
NEVADA,UTAH,NEVADA_UTAH,1,0,0.6875,0.916666666666667,0.665496490272172
OHIO,TENNESSEE,OHIO_TENNESSEE,1,0,0.6875,1,0.676549143412705
COLORADO,NEW_MEXICO,COLORADO_NEW_MEXICO,1,0,0.958333333333333,0.6875,0.695178844976671
IOWA,WYOMING,IOWA_WYOMING,1,0,0.916666666666667,0.916666666666667,0.798183959112982
IDAHO,NEBRASKA,IDAHO_NEBRASKA,1,0,0.916666666666667,0.916666666666667,0.810025566474979
IOWA,UTAH,IOWA_UTAH,1,0,0.916666666666667,0.916666666666667,0.816865918532151
IOWA,SOUTH_DAKOTA,IOWA_SOUTH_DAKOTA,1,0,0.916666666666667,0.916666666666667,0.821404003282782
NEBRASKA,SOUTH_DAKOTA,NEBRASKA_SOUTH_DAKOTA,1,0,0.916666666666667,0.916666666666667,0.827332262632995
IDAHO,NEW_YORK,IDAHO_NEW_YORK,1,0,0.916666666666667,0.916666666666667,0.835447799700721
IDAHO,NEBRASKA,IDAHO_NEBRASKA,1,0,0.916666666666667,0.916666666666667,0.83838196026685
IDAHO,ILLINOIS,IDAHO_ILLINOIS,1,0,0.916666666666667,0.916666666666667,0.839616116836028
ARKANSAS,SOUTH_DAKOTA,ARKANSAS_SOUTH_DAKOTA,1,0,0.916666666666667,0.916666666666667,0.840131992372841
NEW_YORK,UTAH,NEW_YORK_UTAH,1,0,0.916666666666667,0.916666666666667,0.846542908718446
KENTUCKY,PENNSYLVANIA,KENTUCKY_PENNSYLVANIA,1,0,0.958333333333333,0.916666666666667,0.857431861138204
ILLINOIS,OKLAHOMA,ILLINOIS_OKLAHOMA,1,0,0.916666666666667,0.916666666666667,0.857840963975196
KENTUCKY,WYOMING,KENTUCKY_WYOMING,1,0,0.958333333333333,0.916666666666667,0.859159727819484
IOWA,NEBRASKA,IOWA_NEBRASKA,1,0,0.916666666666667,0.916666666666667,0.863274643387666
KENTUCKY,UTAH,KENTUCKY_UTAH,1,0,0.958333333333333,0.916666666666667,0.866785288310801
ILLINOIS,KENTUCKY,ILLINOIS_KENTUCKY,1,0,0.916666666666667,0.958333333333333,0.871462169036159
COLORADO,NEW_YORK,COLORADO_NEW_YORK,1,0,0.958333333333333,0.916666666666667,0.875132846207772
NEBRASKA,TENNESSEE,NEBRASKA_TENNESSEE,1,0,0.916666666666667,1,0.877907300390053
KENTUCKY,OKLAHOMA,KENTUCKY_OKLAHOMA,1,0,0.958333333333333,0.916666666666667,0.881907340713538
MISSOURI,PENNSYLVANIA,MISSOURI_PENNSYLVANIA,1,0,1,0.916666666666667,0.888001743370469
COLORADO,ILLINOIS,COLORADO_ILLINOIS,1,0,0.958333333333333,0.916666666666667,0.90202903924837
MISSOURI,UTAH,MISSOURI_UTAH,1,0,1,0.916666666666667,0.90597607515021
ARKANSAS,MISSOURI,ARKANSAS_MISSOURI,1,0,0.916666666666667,1,0.909398667413231
COLORADO,KENTUCKY,COLORADO_KENTUCKY,1,0,0.958333333333333,0.958333333333333,0.909765806861979
ARKANSAS,COLORADO,ARKANSAS_COLORADO,1,0,0.916666666666667,0.958333333333333,0.916761710179107
IOWA,MISSOURI,IOWA_MISSOURI,1,0,0.916666666666667,1,0.923526382488756
MISSOURI,PENNSYLVANIA,MISSOURI_PENNSYLVANIA,1,0,1,0.916666666666667,0.925622789054319
ARKANSAS,TENNESSEE,ARKANSAS_TENNESSEE,1,0,0.916666666666667,1,0.92657465230749
MISSOURI,OKLAHOMA,MISSOURI_OKLAHOMA,1,0,1,0.916666666666667,0.929369580751366
COLORADO,MISSOURI,COLORADO_MISSOURI,1,0,0.958333333333333,1,0.929707794498635
NEW_YORK,TENNESSEE,NEW_YORK_TENNESSEE,1,0,0.916666666666667,1,0.932351140910434
SOUTH_DAKOTA,TENNESSEE,SOUTH_DAKOTA_TENNESSEE,1,0,0.916666666666667,1,0.949611190342944
PENNSYLVANIA,TENNESSEE,PENNSYLVANIA_TENNESSEE,1,0,0.916666666666667,1,0.960351402557994
MISSOURI,TENNESSEE,MISSOURI_TENNESSEE,1,0,1,1,0.966483508955623
NEW_YORK,TENNESSEE,NEW_YORK_TENNESSEE,1,0,0.916666666666667,1,0.966853663195567
